original_tier,original_amount,margin_rate,before_amount,before_shipping,before_total,before_margin,jump_probability,jump_decision,after_amount,after_shipping,after_total,after_margin,after_tier
tier_0_5000,2895.728371853291,0.25,2895.728371853291,1500,4395.728371853291,723.9320929633227,0.174,False,2895.728371853291,1500,4395.728371853291,723.9320929633227,tier_0_5000
tier_0_5000,3697.241459631478,0.25,3697.241459631478,1500,5197.2414596314775,924.3103649078695,0.174,False,3697.241459631478,1500,5197.2414596314775,924.3103649078695,tier_0_5000
tier_0_5000,3184.6646877926273,0.25,3184.6646877926273,1500,4684.664687792627,796.1661719481568,0.174,False,3184.6646877926273,1500,4684.664687792627,796.1661719481568,tier_0_5000
tier_0_5000,3346.8607813585295,0.25,3346.8607813585295,1500,4846.8607813585295,836.7151953396324,0.174,False,3346.8607813585295,1500,4846.8607813585295,836.7151953396324,tier_0_5000
tier_0_5000,3184.1040285795666,0.25,3184.1040285795666,1500,4684.104028579566,796.0260071448917,0.174,False,3184.1040285795666,1500,4684.104028579566,796.0260071448917,tier_0_5000
tier_0_5000,4472.446046867192,0.25,4472.446046867192,1500,5972.446046867192,1118.111511716798,0.174,False,4472.446046867192,1500,5972.446046867192,1118.111511716798,tier_0_5000
tier_0_5000,3492.913957012585,0.25,3492.913957012585,1500,4992.913957012584,873.2284892531462,0.174,False,3492.913957012585,1500,4992.913957012584,873.2284892531462,tier_0_5000
tier_0_5000,2944.701762298152,0.25,2944.701762298152,1500,4444.701762298152,736.175440574538,0.174,False,2944.701762298152,1500,4444.701762298152,736.175440574538,tier_0_5000
tier_0_5000,3931.836078854174,0.25,3931.836078854174,1500,5431.836078854174,982.9590197135435,0.174,False,3931.836078854174,1500,5431.836078854174,982.9590197135435,tier_0_5000
tier_0_5000,2859.057083765213,0.25,2859.057083765213,1500,4359.057083765213,714.7642709413033,0.174,False,2859.057083765213,1500,4359.057083765213,714.7642709413033,tier_0_5000
tier_0_5000,3609.6533873774965,0.25,3609.6533873774965,1500,5109.653387377497,902.4133468443741,0.174,False,3609.6533873774965,1500,5109.653387377497,902.4133468443741,tier_0_5000
tier_0_5000,2471.173184963118,0.25,2471.173184963118,1500,3971.173184963118,617.7932962407795,0.174,False,2471.173184963118,1500,3971.173184963118,617.7932962407795,tier_0_5000
tier_0_5000,2802.702324328324,0.25,2802.702324328324,1500,4302.702324328324,700.675581082081,0.174,False,2802.702324328324,1500,4302.702324328324,700.675581082081,tier_0_5000
tier_0_5000,3603.35214883129,0.25,3603.35214883129,1500,5103.35214883129,900.8380372078225,0.174,False,3603.35214883129,1500,5103.35214883129,900.8380372078225,tier_0_5000
tier_0_5000,3887.6949544975905,0.25,3887.6949544975905,1500,5387.6949544975905,971.9237386243976,0.174,False,3887.6949544975905,1500,5387.6949544975905,971.9237386243976,tier_0_5000
tier_0_5000,3589.9683476247346,0.25,3589.9683476247346,1500,5089.968347624735,897.4920869061837,0.174,False,3589.9683476247346,1500,5089.968347624735,897.4920869061837,tier_0_5000
tier_0_5000,3439.284651746174,0.25,3439.284651746174,1500,4939.284651746174,859.8211629365435,0.174,True,22213.19662823769,0,22213.19662823769,5553.299157059422,tier_20000_plus
tier_0_5000,3341.920559815623,0.25,3341.920559815623,1500,4841.920559815623,835.4801399539058,0.174,True,21248.03066826118,0,21248.03066826118,5312.007667065295,tier_20000_plus
tier_0_5000,2723.775955057101,0.25,2723.775955057101,1500,4223.775955057101,680.9439887642752,0.174,False,2723.775955057101,1500,4223.775955057101,680.9439887642752,tier_0_5000
tier_0_5000,3122.081790592778,0.25,3122.081790592778,1500,4622.081790592778,780.5204476481945,0.174,False,3122.081790592778,1500,4622.081790592778,780.5204476481945,tier_0_5000
tier_0_5000,3258.1646452461114,0.25,3258.1646452461114,1500,4758.164645246112,814.5411613115278,0.174,False,3258.1646452461114,1500,4758.164645246112,814.5411613115278,tier_0_5000
tier_0_5000,4054.9891687649306,0.25,4054.9891687649306,1500,5554.989168764931,1013.7472921912326,0.174,False,4054.9891687649306,1500,5554.989168764931,1013.7472921912326,tier_0_5000
tier_0_5000,3680.399602023442,0.25,3680.399602023442,1500,5180.399602023443,920.0999005058605,0.174,False,3680.399602023442,1500,5180.399602023443,920.0999005058605,tier_0_5000
tier_0_5000,2574.4039184345647,0.25,2574.4039184345647,1500,4074.4039184345647,643.6009796086412,0.174,False,2574.4039184345647,1500,4074.4039184345647,643.6009796086412,tier_0_5000
tier_0_5000,3670.144083932267,0.25,3670.144083932267,1500,5170.144083932268,917.5360209830668,0.174,False,3670.144083932267,1500,5170.144083932268,917.5360209830668,tier_0_5000
tier_0_5000,3297.831802781434,0.25,3297.831802781434,1500,4797.831802781434,824.4579506953585,0.174,False,3297.831802781434,1500,4797.831802781434,824.4579506953585,tier_0_5000
tier_0_5000,3144.6159498393718,0.25,3144.6159498393718,1500,4644.615949839372,786.1539874598429,0.174,False,3144.6159498393718,1500,4644.615949839372,786.1539874598429,tier_0_5000
tier_0_5000,3821.130051641456,0.25,3821.130051641456,1500,5321.130051641456,955.282512910364,0.174,True,21680.94606433338,0,21680.94606433338,5420.236516083345,tier_20000_plus
tier_0_5000,4041.2747493103743,0.25,4041.2747493103743,1500,5541.274749310374,1010.3186873275936,0.174,False,4041.2747493103743,1500,5541.274749310374,1010.3186873275936,tier_0_5000
tier_0_5000,3988.9220625360044,0.25,3988.9220625360044,1500,5488.922062536005,997.2305156340011,0.174,False,3988.9220625360044,1500,5488.922062536005,997.2305156340011,tier_0_5000
tier_0_5000,3059.4108003081146,0.25,3059.4108003081146,1500,4559.410800308115,764.8527000770287,0.174,False,3059.4108003081146,1500,4559.410800308115,764.8527000770287,tier_0_5000
tier_0_5000,3337.6635026781123,0.25,3337.6635026781123,1500,4837.663502678112,834.4158756695281,0.174,False,3337.6635026781123,1500,4837.663502678112,834.4158756695281,tier_0_5000
tier_0_5000,3673.913301486871,0.25,3673.913301486871,1500,5173.913301486871,918.4783253717178,0.174,False,3673.913301486871,1500,5173.913301486871,918.4783253717178,tier_0_5000
tier_0_5000,4012.1611917392383,0.25,4012.1611917392383,1500,5512.161191739238,1003.0402979348096,0.174,False,4012.1611917392383,1500,5512.161191739238,1003.0402979348096,tier_0_5000
tier_0_5000,3248.4335251312227,0.25,3248.4335251312227,1500,4748.433525131222,812.1083812828057,0.174,False,3248.4335251312227,1500,4748.433525131222,812.1083812828057,tier_0_5000
tier_0_5000,3402.529037251496,0.25,3402.529037251496,1500,4902.5290372514955,850.632259312874,0.174,False,3402.529037251496,1500,4902.5290372514955,850.632259312874,tier_0_5000
tier_0_5000,2919.174138646835,0.25,2919.174138646835,1500,4419.174138646835,729.7935346617088,0.174,False,2919.174138646835,1500,4419.174138646835,729.7935346617088,tier_0_5000
tier_0_5000,2871.9915223576477,0.25,2871.9915223576477,1500,4371.991522357648,717.9978805894119,0.174,False,2871.9915223576477,1500,4371.991522357648,717.9978805894119,tier_0_5000
tier_0_5000,3926.576056756954,0.25,3926.576056756954,1500,5426.576056756954,981.6440141892385,0.174,False,3926.576056756954,1500,5426.576056756954,981.6440141892385,tier_0_5000
tier_0_5000,4212.026014999682,0.25,4212.026014999682,1500,5712.026014999682,1053.0065037499205,0.174,False,4212.026014999682,1500,5712.026014999682,1053.0065037499205,tier_0_5000
tier_0_5000,3462.1946861703245,0.25,3462.1946861703245,1500,4962.1946861703245,865.5486715425811,0.174,False,3462.1946861703245,1500,4962.1946861703245,865.5486715425811,tier_0_5000
tier_0_5000,4026.8547713933126,0.25,4026.8547713933126,1500,5526.854771393313,1006.7136928483282,0.174,False,4026.8547713933126,1500,5526.854771393313,1006.7136928483282,tier_0_5000
tier_0_5000,3689.858913150008,0.25,3689.858913150008,1500,5189.858913150008,922.464728287502,0.174,False,3689.858913150008,1500,5189.858913150008,922.464728287502,tier_0_5000
tier_0_5000,3161.31212883231,0.25,3161.31212883231,1500,4661.31212883231,790.3280322080775,0.174,True,21203.974143196512,0,21203.974143196512,5300.993535799128,tier_20000_plus
tier_0_5000,3689.7326928919174,0.25,3689.7326928919174,1500,5189.732692891917,922.4331732229793,0.174,False,3689.7326928919174,1500,5189.732692891917,922.4331732229793,tier_0_5000
tier_0_5000,4307.469197394634,0.25,4307.469197394634,1500,5807.469197394634,1076.8672993486584,0.174,False,4307.469197394634,1500,5807.469197394634,1076.8672993486584,tier_0_5000
tier_0_5000,3481.1913294672754,0.25,3481.1913294672754,1500,4981.191329467276,870.2978323668189,0.174,False,3481.1913294672754,1500,4981.191329467276,870.2978323668189,tier_0_5000
tier_0_5000,4321.437919302353,0.25,4321.437919302353,1500,5821.437919302353,1080.3594798255883,0.174,False,4321.437919302353,1500,5821.437919302353,1080.3594798255883,tier_0_5000
tier_0_5000,2450.0,0.25,2450.0,1500,3950.0,612.5,0.174,False,2450.0,1500,3950.0,612.5,tier_0_5000
tier_0_5000,3931.4988147969925,0.25,3931.4988147969925,1500,5431.4988147969925,982.8747036992481,0.174,False,3931.4988147969925,1500,5431.4988147969925,982.8747036992481,tier_0_5000
tier_0_5000,3545.69971082504,0.25,3545.69971082504,1500,5045.69971082504,886.42492770626,0.174,False,3545.69971082504,1500,5045.69971082504,886.42492770626,tier_0_5000
tier_0_5000,3343.0211410054194,0.25,3343.0211410054194,1500,4843.02114100542,835.7552852513548,0.174,False,3343.0211410054194,1500,4843.02114100542,835.7552852513548,tier_0_5000
tier_0_5000,3548.1744076811387,0.25,3548.1744076811387,1500,5048.174407681139,887.0436019202847,0.174,False,3548.1744076811387,1500,5048.174407681139,887.0436019202847,tier_0_5000
tier_0_5000,2456.526319834531,0.25,2456.526319834531,1500,3956.526319834531,614.1315799586328,0.174,False,2456.526319834531,1500,3956.526319834531,614.1315799586328,tier_0_5000
tier_0_5000,3384.6722588853063,0.25,3384.6722588853063,1500,4884.672258885306,846.1680647213266,0.174,False,3384.6722588853063,1500,4884.672258885306,846.1680647213266,tier_0_5000
tier_0_5000,3687.484100043667,0.25,3687.484100043667,1500,5187.484100043666,921.8710250109167,0.174,False,3687.484100043667,1500,5187.484100043666,921.8710250109167,tier_0_5000
tier_0_5000,4275.894373489296,0.25,4275.894373489296,1500,5775.894373489296,1068.973593372324,0.174,False,4275.894373489296,1500,5775.894373489296,1068.973593372324,tier_0_5000
tier_0_5000,3227.908135406335,0.25,3227.908135406335,1500,4727.908135406335,806.9770338515838,0.174,False,3227.908135406335,1500,4727.908135406335,806.9770338515838,tier_0_5000
tier_0_5000,3075.5408584810766,0.25,3075.5408584810766,1500,4575.540858481077,768.8852146202692,0.174,True,23076.0071385986,0,23076.0071385986,5769.00178464965,tier_20000_plus
tier_0_5000,3236.5775521181185,0.25,3236.5775521181185,1500,4736.577552118119,809.1443880295296,0.174,False,3236.5775521181185,1500,4736.577552118119,809.1443880295296,tier_0_5000
tier_0_5000,3980.5861117935888,0.25,3980.5861117935888,1500,5480.586111793589,995.1465279483972,0.174,False,3980.5861117935888,1500,5480.586111793589,995.1465279483972,tier_0_5000
tier_0_5000,3672.5943325713342,0.25,3672.5943325713342,1500,5172.594332571334,918.1485831428336,0.174,False,3672.5943325713342,1500,5172.594332571334,918.1485831428336,tier_0_5000
tier_0_5000,3221.875893022305,0.25,3221.875893022305,1500,4721.875893022305,805.4689732555762,0.174,False,3221.875893022305,1500,4721.875893022305,805.4689732555762,tier_0_5000
tier_0_5000,3769.465402384512,0.25,3769.465402384512,1500,5269.465402384512,942.366350596128,0.174,False,3769.465402384512,1500,5269.465402384512,942.366350596128,tier_0_5000
tier_0_5000,3550.965713407721,0.25,3550.965713407721,1500,5050.965713407721,887.7414283519303,0.174,False,3550.965713407721,1500,5050.965713407721,887.7414283519303,tier_0_5000
tier_0_5000,4008.5386200297667,0.25,4008.5386200297667,1500,5508.538620029767,1002.1346550074417,0.174,True,22021.31164867194,0,22021.31164867194,5505.327912167985,tier_20000_plus
tier_0_5000,3131.42212571439,0.25,3131.42212571439,1500,4631.42212571439,782.8555314285975,0.174,False,3131.42212571439,1500,4631.42212571439,782.8555314285975,tier_0_5000
tier_0_5000,3327.9773730361717,0.25,3327.9773730361717,1500,4827.977373036172,831.9943432590429,0.174,False,3327.9773730361717,1500,4827.977373036172,831.9943432590429,tier_0_5000
tier_0_5000,3294.143219605617,0.25,3294.143219605617,1500,4794.143219605618,823.5358049014043,0.174,False,3294.143219605617,1500,4794.143219605618,823.5358049014043,tier_0_5000
tier_0_5000,2731.654652230638,0.25,2731.654652230638,1500,4231.654652230638,682.9136630576595,0.174,True,23901.19068575301,0,23901.19068575301,5975.297671438252,tier_20000_plus
tier_0_5000,3655.4631454589025,0.25,3655.4631454589025,1500,5155.4631454589025,913.8657863647256,0.174,True,21939.33918618538,0,21939.33918618538,5484.834796546345,tier_20000_plus
tier_0_5000,3637.054017894442,0.25,3637.054017894442,1500,5137.054017894442,909.2635044736105,0.174,False,3637.054017894442,1500,5137.054017894442,909.2635044736105,tier_0_5000
tier_0_5000,3502.684564737292,0.25,3502.684564737292,1500,5002.684564737292,875.671141184323,0.174,False,3502.684564737292,1500,5002.684564737292,875.671141184323,tier_0_5000
tier_0_5000,3376.841754978048,0.25,3376.841754978048,1500,4876.841754978048,844.210438744512,0.174,False,3376.841754978048,1500,4876.841754978048,844.210438744512,tier_0_5000
tier_5000_10000,5907.707915193284,0.28,5907.707915193284,1500,7407.707915193284,1654.1582162541197,0.174,False,5907.707915193284,1500,7407.707915193284,1654.1582162541197,tier_5000_10000
tier_5000_10000,7026.7740118889715,0.28,7026.7740118889715,1500,8526.77401188897,1967.4967233289121,0.174,False,7026.7740118889715,1500,8526.77401188897,1967.4967233289121,tier_5000_10000
tier_5000_10000,7114.446168907384,0.28,7114.446168907384,1500,8614.446168907383,1992.0449272940677,0.174,False,7114.446168907384,1500,8614.446168907383,1992.0449272940677,tier_5000_10000
tier_5000_10000,6597.438072125678,0.28,6597.438072125678,1500,8097.438072125678,1847.2826601951901,0.174,False,6597.438072125678,1500,8097.438072125678,1847.2826601951901,tier_5000_10000
tier_5000_10000,7318.55357437574,0.28,7318.55357437574,1500,8818.55357437574,2049.1950008252074,0.174,True,21291.593233089538,0,21291.593233089538,5961.646105265071,tier_20000_plus
tier_5000_10000,7954.557213916356,0.28,7954.557213916356,1500,9454.557213916356,2227.27601989658,0.174,True,20486.28560738717,0,20486.28560738717,5736.159970068408,tier_20000_plus
tier_5000_10000,9621.959138861846,0.28,9621.959138861846,1500,11121.959138861846,2694.148558881317,0.174,True,20196.860323744055,0,20196.860323744055,5655.120890648336,tier_20000_plus
tier_5000_10000,7696.400039435819,0.28,7696.400039435819,1500,9196.400039435819,2154.9920110420294,0.174,False,7696.400039435819,1500,9196.400039435819,2154.9920110420294,tier_5000_10000
tier_5000_10000,7789.74418956311,0.28,7789.74418956311,1500,9289.74418956311,2181.128373077671,0.174,False,7789.74418956311,1500,9289.74418956311,2181.128373077671,tier_5000_10000
tier_5000_10000,7416.248344763062,0.28,7416.248344763062,1500,8916.248344763062,2076.5495365336574,0.174,False,7416.248344763062,1500,8916.248344763062,2076.5495365336574,tier_5000_10000
tier_5000_10000,5341.382382788579,0.28,5341.382382788579,1500,6841.382382788579,1495.5870671808023,0.174,False,5341.382382788579,1500,6841.382382788579,1495.5870671808023,tier_5000_10000
tier_5000_10000,7470.171890119631,0.28,7470.171890119631,1500,8970.171890119631,2091.648129233497,0.174,False,7470.171890119631,1500,8970.171890119631,2091.648129233497,tier_5000_10000
tier_5000_10000,7567.758986183655,0.28,7567.758986183655,1500,9067.758986183655,2118.9725161314236,0.174,False,7567.758986183655,1500,9067.758986183655,2118.9725161314236,tier_5000_10000
tier_5000_10000,9750.0,0.28,9750.0,1500,11250.0,2730.0000000000005,0.174,False,9750.0,1500,11250.0,2730.0000000000005,tier_5000_10000
tier_5000_10000,7283.593914621237,0.28,7283.593914621237,1500,8783.593914621237,2039.4062960939466,0.174,False,7283.593914621237,1500,8783.593914621237,2039.4062960939466,tier_5000_10000
tier_5000_10000,7839.240760125314,0.28,7839.240760125314,1500,9339.240760125314,2194.9874128350884,0.174,True,20415.86405699451,0,20415.86405699451,5716.441935958464,tier_20000_plus
tier_5000_10000,7460.949259081602,0.28,7460.949259081602,1500,8960.9492590816,2089.0657925428486,0.174,False,7460.949259081602,1500,8960.9492590816,2089.0657925428486,tier_5000_10000
tier_5000_10000,6185.237207678027,0.28,6185.237207678027,1500,7685.237207678027,1731.8664181498475,0.174,True,22267.126651011484,0,22267.126651011484,6234.795462283216,tier_20000_plus
tier_5000_10000,8785.675666329398,0.28,8785.675666329398,1500,10285.675666329398,2459.9891865722316,0.174,False,8785.675666329398,1500,10285.675666329398,2459.9891865722316,tier_5000_10000
tier_5000_10000,8345.92466177262,0.28,8345.92466177262,1500,9845.92466177262,2336.858905296334,0.174,False,8345.92466177262,1500,9845.92466177262,2336.858905296334,tier_5000_10000
tier_5000_10000,8389.910940423428,0.28,8389.910940423428,1500,9889.910940423428,2349.17506331856,0.174,True,22508.72502322993,0,22508.72502322993,6302.443006504381,tier_20000_plus
tier_5000_10000,6476.939113355918,0.28,6476.939113355918,1500,7976.939113355918,1813.5429517396574,0.174,True,20418.809297967866,0,20418.809297967866,5717.266603431003,tier_20000_plus
tier_5000_10000,9078.143599803112,0.28,9078.143599803112,1500,10578.143599803112,2541.8802079448715,0.174,False,9078.143599803112,1500,10578.143599803112,2541.8802079448715,tier_5000_10000
tier_5000_10000,5922.917554358684,0.28,5922.917554358684,1500,7422.917554358684,1658.4169152204317,0.174,False,5922.917554358684,1500,7422.917554358684,1658.4169152204317,tier_5000_10000
tier_5000_10000,8160.214230525304,0.28,8160.214230525304,1500,9660.214230525304,2284.8599845470853,0.174,False,8160.214230525304,1500,9660.214230525304,2284.8599845470853,tier_5000_10000
tier_5000_10000,9750.0,0.28,9750.0,1500,11250.0,2730.0000000000005,0.174,False,9750.0,1500,11250.0,2730.0000000000005,tier_5000_10000
tier_5000_10000,6385.6466342279755,0.28,6385.6466342279755,1500,7885.6466342279755,1787.9810575838333,0.174,True,22895.038314076115,0,22895.038314076115,6410.610727941313,tier_20000_plus
tier_5000_10000,6862.915054196881,0.28,6862.915054196881,1500,8362.915054196881,1921.6162151751269,0.174,True,21516.93894831656,0,21516.93894831656,6024.7429055286375,tier_20000_plus
tier_5000_10000,7612.107785723596,0.28,7612.107785723596,1500,9112.107785723596,2131.390180002607,0.174,False,7612.107785723596,1500,9112.107785723596,2131.390180002607,tier_5000_10000
tier_5000_10000,6933.5898891192755,0.28,6933.5898891192755,1500,8433.589889119276,1941.4051689533974,0.174,False,6933.5898891192755,1500,8433.589889119276,1941.4051689533974,tier_5000_10000
tier_5000_10000,5755.503640050601,0.28,5755.503640050601,1500,7255.503640050601,1611.5410192141683,0.174,True,22146.79301198555,0,22146.79301198555,6201.102043355954,tier_20000_plus
tier_5000_10000,7577.13334665678,0.28,7577.13334665678,1500,9077.133346656781,2121.5973370638985,0.174,False,7577.13334665678,1500,9077.133346656781,2121.5973370638985,tier_5000_10000
tier_5000_10000,6304.908322058132,0.28,6304.908322058132,1500,7804.908322058132,1765.3743301762772,0.174,False,6304.908322058132,1500,7804.908322058132,1765.3743301762772,tier_5000_10000
tier_5000_10000,8032.791484464579,0.28,8032.791484464579,1500,9532.791484464578,2249.181615650082,0.174,False,8032.791484464579,1500,9532.791484464578,2249.181615650082,tier_5000_10000
tier_5000_10000,6465.647736486972,0.28,6465.647736486972,1500,7965.647736486972,1810.3813662163523,0.174,False,6465.647736486972,1500,7965.647736486972,1810.3813662163523,tier_5000_10000
tier_5000_10000,9243.676205644731,0.28,9243.676205644731,1500,10743.676205644731,2588.229337580525,0.174,False,9243.676205644731,1500,10743.676205644731,2588.229337580525,tier_5000_10000
tier_5000_10000,6618.840046121733,0.28,6618.840046121733,1500,8118.840046121733,1853.2752129140856,0.174,False,6618.840046121733,1500,8118.840046121733,1853.2752129140856,tier_5000_10000
tier_5000_10000,7137.680794268615,0.28,7137.680794268615,1500,8637.680794268614,1998.5506223952123,0.174,False,7137.680794268615,1500,8637.680794268614,1998.5506223952123,tier_5000_10000
tier_5000_10000,8415.206869540878,0.28,8415.206869540878,1500,9915.206869540878,2356.2579234714462,0.174,True,23612.220628255425,0,23612.220628255425,6611.42177591152,tier_20000_plus
tier_5000_10000,6115.2776440118005,0.28,6115.2776440118005,1500,7615.2776440118005,1712.2777403233042,0.174,True,22896.839315865534,0,22896.839315865534,6411.115008442351,tier_20000_plus
tier_5000_10000,7755.892426429646,0.28,7755.892426429646,1500,9255.892426429646,2171.649879400301,0.174,False,7755.892426429646,1500,9255.892426429646,2171.649879400301,tier_5000_10000
tier_5000_10000,8970.53559856773,0.28,8970.53559856773,1500,10470.53559856773,2511.7499675989648,0.174,False,8970.53559856773,1500,10470.53559856773,2511.7499675989648,tier_5000_10000
tier_5000_10000,5691.581361118619,0.28,5691.581361118619,1500,7191.581361118619,1593.6427811132135,0.174,False,5691.581361118619,1500,7191.581361118619,1593.6427811132135,tier_5000_10000
tier_5000_10000,7707.7130908488425,0.28,7707.7130908488425,1500,9207.713090848843,2158.1596654376763,0.174,False,7707.7130908488425,1500,9207.713090848843,2158.1596654376763,tier_5000_10000
tier_5000_10000,7792.368143529477,0.28,7792.368143529477,1500,9292.368143529477,2181.8630801882537,0.174,False,7792.368143529477,1500,9292.368143529477,2181.8630801882537,tier_5000_10000
tier_5000_10000,8379.550730749474,0.28,8379.550730749474,1500,9879.550730749474,2346.274204609853,0.174,True,21731.469352094166,0,21731.469352094166,6084.811418586367,tier_20000_plus
tier_5000_10000,6108.430450262158,0.28,6108.430450262158,1500,7608.430450262158,1710.3605260734043,0.174,False,6108.430450262158,1500,7608.430450262158,1710.3605260734043,tier_5000_10000
tier_5000_10000,6014.486310280189,0.28,6014.486310280189,1500,7514.486310280189,1684.056166878453,0.174,False,6014.486310280189,1500,7514.486310280189,1684.056166878453,tier_5000_10000
tier_5000_10000,8087.18426131901,0.28,8087.18426131901,1500,9587.18426131901,2264.411593169323,0.174,False,8087.18426131901,1500,9587.18426131901,2264.411593169323,tier_5000_10000
tier_5000_10000,7834.1077573873345,0.28,7834.1077573873345,1500,9334.107757387334,2193.550172068454,0.174,False,7834.1077573873345,1500,9334.107757387334,2193.550172068454,tier_5000_10000
tier_5000_10000,7781.804456639111,0.28,7781.804456639111,1500,9281.80445663911,2178.905247858951,0.174,False,7781.804456639111,1500,9281.80445663911,2178.905247858951,tier_5000_10000
tier_5000_10000,7889.754235684098,0.28,7889.754235684098,1500,9389.754235684097,2209.1311859915477,0.174,False,7889.754235684098,1500,9389.754235684097,2209.1311859915477,tier_5000_10000
tier_5000_10000,6734.972188224197,0.28,6734.972188224197,1500,8234.972188224197,1885.7922127027755,0.174,False,6734.972188224197,1500,8234.972188224197,1885.7922127027755,tier_5000_10000
tier_5000_10000,7761.285409306129,0.28,7761.285409306129,1500,9261.285409306129,2173.159914605716,0.174,False,7761.285409306129,1500,9261.285409306129,2173.159914605716,tier_5000_10000
